State,Date,Sales,Category,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,day_of_week,month,week,year,is_holiday
Florida,2022-02-01,646500603.6999999,Beverages,628041475.9000001,621894064.2,408426576.3,646643630.8857143,27114684.54885232,1,2,5,2022,0
Florida,2022-02-10,693030079.2,Beverages,646500603.6999999,657419273.2,451704203.6,651730888.8857143,32315278.820090506,3,2,6,2022,0
Florida,2022-02-13,645108903.8000001,Beverages,693030079.2,637666451.5,626921178.5,652794096.3571428,31895122.113809112,6,2,6,2022,0
Florida,2022-02-20,659433678.3,Beverages,645108903.8000001,702046035.3,461906089.2,646706616.7857143,24023327.530915532,6,2,7,2022,0
Florida,2022-02-27,689853278.4,Beverages,659433678.3,632875897.6999999,464260466.3,654846242.6000001,27896513.08317779,6,2,8,2022,0
Florida,2022-03-04,700061265.4,Beverages,689853278.4,621955678.9,460012876.7,666004183.5285714,28167369.535042245,4,3,9,2022,0
Florida,2022-03-07,735338902.0000001,Beverages,700061265.4,628041475.9000001,465739560.8,681332387.2571429,32868078.352076583,0,3,10,2022,0
Florida,2022-03-13,690230809.8000001,Beverages,735338902.0000001,646500603.6999999,462049706.2000001,687579559.557143,29082073.78296758,6,3,10,2022,0
Florida,2022-03-20,689715125.8000001,Beverages,690230809.8000001,693030079.2,451769857.0,687105994.7857143,29005415.375865918,6,3,11,2022,0
Florida,2022-03-27,705833671.7,Beverages,689715125.8000001,645108903.8000001,463060774.3,695780961.6285714,22759868.226148643,6,3,12,2022,0
Florida,2022-04-09,681125303.6,Beverages,705833671.7,659433678.3,441054934.1,698879765.2428572,17956033.480112392,5,4,14,2022,0
Florida,2022-04-12,672178981.0,Beverages,681125303.6,689853278.4,443549009.1,696354865.6142857,20499363.476103064,1,4,15,2022,0
Florida,2022-04-17,700335011.4,Beverages,672178981.0,700061265.4,402837256.1,696393972.1857144,20507871.95765252,6,4,15,2022,0
Florida,2022-04-24,691133574.2,Beverages,700335011.4,735338902.0000001,658073955.6,690078925.3571428,11219346.289541973,6,4,16,2022,0
Florida,2022-05-06,697035015.9,Beverages,691133574.2,690230809.8000001,649087749.0,691050954.8000001,11525281.088979475,4,5,18,2022,0
Florida,2022-05-15,699768169.7,Beverages,697035015.9,689715125.8000001,636492809.7,692487103.9285715,11949618.901447492,6,5,19,2022,0
Florida,2022-05-22,717341218.4000001,Beverages,699768169.7,705833671.7,639670899.0999999,694131039.1714286,14591314.9089996,6,5,20,2022,0
Florida,2022-05-29,729620556.1999999,Beverages,717341218.4000001,681125303.6,431834953.3,701058932.4,18402108.365182195,6,5,21,2022,0
Florida,2022-06-02,637532932.2,Beverages,729620556.1999999,672178981.0,445551996.1,696109496.8571428,29045505.32324878,3,6,22,2022,0
Florida,2022-06-03,690201657.4,Beverages,637532932.2,700335011.4,641627351.9999999,694661874.8571428,29052328.08976629,4,6,22,2022,0
Florida,2022-06-11,699055504.2,Beverages,690201657.4,691133574.2,647095618.3,695793579.1428572,29046274.562485132,5,6,23,2022,0
Florida,2022-06-19,707407753.4,Beverages,699055504.2,697035015.9,580412387.6,697275398.7857143,29382800.37717987,6,6,24,2022,0
Florida,2022-06-26,711378457.5,Beverages,707407753.4,699768169.7,434420849.0,698934011.3285714,29870607.452051748,6,6,25,2022,0
Florida,2022-07-08,716789624.2999998,Beverages,711378457.5,717341218.4000001,621894064.2,698855212.1714286,29814630.956943057,4,7,27,2022,0
Florida,2022-07-17,705424400.4,Beverages,716789624.2999998,729620556.1999999,657419273.2,695398618.4857142,26914942.801417552,6,7,28,2022,0
Florida,2022-07-24,707109542.3000001,Beverages,705424400.4,637532932.2,637666451.5,705338134.2142857,8598790.155782517,6,7,29,2022,0
Florida,2022-07-31,711378169.6999999,Beverages,707109542.3000001,690201657.4,702046035.3,708363350.2571429,5581826.559419348,6,7,30,2022,0
Florida,2022-08-05,715244615.1,Beverages,711378169.6999999,699055504.2,632875897.6999999,710676080.3857143,4285936.099956963,4,8,31,2022,0
Florida,2022-08-14,706877465.6999999,Beverages,715244615.1,707407753.4,621955678.9,710600325.0,4357423.352035953,6,8,32,2022,0
Florida,2022-08-21,725848243.8,Beverages,706877465.6999999,711378457.5,628041475.9000001,712667437.3285714,7256097.361351977,6,8,33,2022,0
Florida,2022-08-28,782741439.9999999,Beverages,725848243.8,716789624.2999998,646500603.6999999,722089125.2857143,27652310.60490255,6,8,34,2022,0
Florida,2022-09-01,629065724.6999999,Beverages,782741439.9999999,705424400.4,693030079.2,711180743.0428572,44964045.02425586,3,9,35,2022,0
Florida,2022-09-10,688756402.9,Beverages,629065724.6999999,707109542.3000001,645108903.8000001,708558865.9857142,45768891.8187422,5,9,36,2022,0
Florida,2022-09-18,670728453.3999999,Beverages,688756402.9,711378169.6999999,659433678.3,702751763.6571428,47881595.85666305,6,9,37,2022,0
Florida,2022-09-25,755860884.3000001,Beverages,670728453.3999999,715244615.1,689853278.4,708554087.8285713,51937016.22869235,6,9,38,2022,0
Florida,2022-10-04,708494981.6,Beverages,755860884.3000001,706877465.6999999,700061265.4,708785161.5285714,51931911.50413063,1,10,40,2022,0
Florida,2022-10-07,681830724.3000001,Beverages,708494981.6,725848243.8,735338902.0000001,702496944.4571428,52185792.74569974,4,10,40,2022,0
Florida,2022-10-16,700430109.6999999,Beverages,681830724.3000001,782741439.9999999,690230809.8000001,690738182.9857142,38594808.00266375,6,10,41,2022,0
Florida,2022-10-23,687631033.3,Beverages,700430109.6999999,629065724.6999999,689715125.8000001,699104655.6428572,27849393.900293026,6,10,42,2022,0
Florida,2022-10-30,693609730.9000001,Beverages,687631033.3,688756402.9,705833671.7,699797988.2142857,27608197.262164284,6,10,43,2022,0
Florida,2022-11-09,667077992.1,Beverages,693609730.9000001,670728453.3999999,681125303.6,699276493.7428571,28275230.421734955,2,11,45,2022,0
Florida,2022-11-12,686888529.1,Beverages,667077992.1,755860884.3000001,672178981.0,689423300.1428572,13347923.539194457,5,11,45,2022,0
Florida,2022-11-13,673068717.7,Beverages,686888529.1,708494981.6,700335011.4,684362405.3000001,11499689.226622434,6,11,45,2022,0
Florida,2022-11-20,714995052.5,Beverages,673068717.7,681830724.3000001,691133574.2,689100166.4714286,16167261.741065891,6,11,46,2022,0
Florida,2022-11-27,627978196.3000001,Beverages,714995052.5,700430109.6999999,697035015.9,678749893.1285714,27159751.561812196,6,11,47,2022,0
Florida,2022-12-06,697115836.3000001,Beverages,627978196.3000001,687631033.3,699768169.7,680104864.9857143,27903088.855573546,1,12,49,2022,0
Florida,2022-12-18,710659033.4000001,Beverages,697115836.3000001,693609730.9000001,717341218.4000001,682540479.6285715,29947577.752350274,6,12,50,2022,0
Florida,2022-12-25,705162943.0999999,Beverages,710659033.4000001,667077992.1,729620556.1999999,687981186.9142857,30129229.279780496,6,12,51,2022,1
Florida,2023-01-01,684937805.6,Beverages,705162943.0999999,686888529.1,637532932.2,687702512.1285714,30150034.25435635,6,1,52,2023,0
Florida,2023-01-15,682750236.9999999,Beverages,684937805.6,673068717.7,690201657.4,689085586.3142856,29583594.055326853,6,1,2,2023,0
Florida,2023-01-22,669250018.4000001,Beverages,682750236.9999999,714995052.5,699055504.2,682550581.4428571,27911585.166822262,6,1,3,2023,0
Florida,2023-01-29,674965744.6999999,Beverages,669250018.4000001,627978196.3000001,707407753.4,689263088.3571428,15482892.730708513,6,1,4,2023,0
Florida,2023-02-04,758696511.7,Beverages,674965744.6999999,697115836.3000001,711378457.5,698060327.6999999,30702645.08238537,5,2,5,2023,0
Florida,2023-02-19,713110008.2,Beverages,758696511.7,710659033.4000001,716789624.2999998,698410466.9571428,30883711.471881777,6,2,7,2023,0
Florida,2023-02-26,742464645.7,Beverages,713110008.2,705162943.0999999,705424400.4,703739281.6142857,35164429.652626574,6,2,8,2023,0
Florida,2023-03-19,789712001.3,Beverages,742464645.7,684937805.6,707109542.3000001,718707023.8571428,46347963.91009619,6,3,11,2023,0
Florida,2023-03-26,744549563.8,Beverages,789712001.3,682750236.9999999,711378169.6999999,727535499.1142857,44193052.00616141,6,3,12,2023,0
Florida,2023-04-16,733380085.9,Beverages,744549563.8,669250018.4000001,715244615.1,736696937.3285714,35980534.91180306,6,4,15,2023,0
Florida,2023-04-23,732692297.5999999,Beverages,733380085.9,674965744.6999999,706877465.6999999,744943587.7428572,24141387.870414022,6,4,16,2023,0
Florida,2023-04-30,740510455.3,Beverages,732692297.5999999,758696511.7,725848243.8,742345579.6857141,23381266.984093446,6,4,17,2023,0
Florida,2023-05-02,697150558.4,Beverages,740510455.3,713110008.2,782741439.9999999,740065658.2857143,27177156.131812148,1,5,18,2023,0
Florida,2023-05-03,771680292.9,Beverages,697150558.4,742464645.7,629065724.6999999,744239322.1714286,29730401.337244686,2,5,18,2023,0
Florida,2023-07-05,756307224.6999999,Beverages,771680292.9,789712001.3,688756402.9,739467211.2285713,23172681.49637406,2,7,27,2023,0
Florida,2023-08-01,681025298.5000001,Beverages,756307224.6999999,744549563.8,670728453.3999999,730392316.1857141,31714848.84045098,1,8,31,2023,0
Florida,2023-09-04,743252354.1,Beverages,681025298.5000001,733380085.9,755860884.3000001,731802640.2142857,32087174.312249817,0,9,36,2023,0
Florida,2023-12-02,705981954.3,Beverages,743252354.1,732692297.5999999,708494981.6,727986876.8857143,33519935.646395016,5,12,48,2023,0
Florida,2023-12-03,831072061.1999999,Beverages,705981954.3,740510455.3,681830724.3000001,740924249.1571429,51703646.73504751,6,12,48,2023,0
Georgia,2020-05-07,255137713.7,Beverages,222801139.4,232566669.9,198967926.5,222896446.25714287,19399107.11923749,3,5,19,2020,1
Georgia,2020-05-17,239786256.3,Beverages,255137713.7,214214934.0,204848830.2,226549492.3,19893197.96905525,6,5,20,2020,0
Georgia,2020-05-24,248894329.9,Beverages,239786256.3,237617892.0,234203405.8,228160412.0,21342652.178632896,6,5,21,2020,0
Georgia,2020-05-31,235973653.8,Beverages,248894329.9,218540152.1,200151766.4,230650912.24285716,21048087.873457137,6,5,22,2020,0
Georgia,2020-06-09,249712778.3,Beverages,235973653.8,218926836.5,202242822.9,235048903.92857143,21403412.844122007,1,6,24,2020,0
Georgia,2020-06-12,208040534.0,Beverages,249712778.3,193036456.1,222103635.0,237192343.62857145,16737594.538806617,4,6,24,2020,0
Georgia,2020-06-14,234400321.4,Beverages,208040534.0,222801139.4,212086739.8,238849369.62857145,15611699.184140656,6,6,24,2020,0
Georgia,2020-06-21,239868510.7,Beverages,234400321.4,255137713.7,203641241.0,236668054.91428572,13933009.170380855,6,6,25,2020,0
Georgia,2020-06-28,244150499.9,Beverages,239868510.7,239786256.3,201290192.6,237291518.2857143,14191049.551890569,6,6,26,2020,0
Georgia,2020-07-06,235192872.7,Beverages,244150499.9,248894329.9,208396413.5,235334167.25714287,13236791.145010479,0,7,28,2020,0
Georgia,2020-07-19,251597266.5,Beverages,235192872.7,235973653.8,200972764.7,237566111.92857143,14608697.487741474,6,7,29,2020,0
Georgia,2020-07-26,248674782.1,Beverages,251597266.5,249712778.3,216037052.2,237417826.75714284,14469458.543914706,6,7,30,2020,0
Georgia,2020-08-03,216011116.7,Beverages,248674782.1,208040534.0,198566369.5,238556481.42857143,11848611.366110506,0,8,32,2020,0
Georgia,2020-08-11,220289341.3,Beverages,216011116.7,234400321.4,210589114.6,236540627.12857142,13725320.944715695,1,8,33,2020,0
Georgia,2020-08-16,255956751.5,Beverages,220289341.3,239868510.7,222344498.5,238838947.24285716,15595094.096757876,6,8,33,2020,0
Georgia,2020-08-23,245783094.5,Beverages,255956751.5,244150499.9,199106822.2,239072175.04285714,15699626.228952222,6,8,34,2020,0
Georgia,2020-08-30,243810935.5,Beverages,245783094.5,235192872.7,193934424.7,240303326.87142855,15682614.06037881,6,8,35,2020,1
Georgia,2020-09-02,201281094.7,Beverages,243810935.5,251597266.5,200642375.6,233115302.3285714,20449832.7462875,2,9,36,2020,0
Georgia,2020-09-08,252157408.7,Beverages,201281094.7,248674782.1,248666926.3,233612820.41428572,20928233.285408214,1,9,37,2020,0
Georgia,2020-09-13,244525535.9,Beverages,252157408.7,216011116.7,196362471.1,237686308.87142855,19668332.918866154,6,9,37,2020,0
Georgia,2020-09-20,235833613.3,Beverages,244525535.9,220289341.3,194551781.8,239906919.15714285,18199451.222294386,6,9,38,2020,0
Georgia,2020-09-27,235304027.2,Beverages,235833613.3,255956751.5,232382555.5,236956529.97142857,16782809.01429141,6,9,39,2020,0
Georgia,2020-10-05,233306057.6,Beverages,235304027.2,245783094.5,248795257.3,235174096.12857145,16346020.335183918,0,10,41,2020,0
Georgia,2020-10-18,223960845.9,Beverages,233306057.6,243810935.5,232566669.9,232338369.04285714,16319757.118380582,6,10,42,2020,0
Georgia,2020-10-25,224262382.7,Beverages,223960845.9,201281094.7,214214934.0,235621410.18571427,10191708.93586442,6,10,43,2020,1
Georgia,2020-11-10,228323938.3,Beverages,224262382.7,252157408.7,237617892.0,232216628.7,7324521.332487269,1,11,46,2020,0
Georgia,2020-11-15,219240355.2,Beverages,228323938.3,244525535.9,218540152.1,228604460.02857143,6421731.547552793,6,11,46,2020,0
Georgia,2020-11-22,229627656.3,Beverages,219240355.2,235833613.3,218926836.5,227717894.74285716,5637908.949841721,6,11,47,2020,0
Georgia,2020-11-29,216485518.0,Beverages,229627656.3,235304027.2,193036456.1,225029536.2857143,5898334.330381685,6,11,48,2020,0
Georgia,2020-12-01,200613877.5,Beverages,216485518.0,233306057.6,222801139.4,220359224.84285715,9863087.86418147,1,12,49,2020,0
Georgia,2020-12-04,214020656.3,Beverages,200613877.5,223960845.9,255137713.7,218939197.75714284,9973075.85254328,4,12,49,2020,0
Georgia,2020-12-07,238917136.3,Beverages,214020656.3,224262382.7,239786256.3,221032733.9857143,12495832.136272607,0,12,50,2020,0
Georgia,2020-12-13,215266326.6,Beverages,238917136.3,228323938.3,248894329.9,219167360.8857143,12197044.729751524,6,12,50,2020,0
Georgia,2020-12-20,226573996.9,Beverages,215266326.6,219240355.2,235973653.8,220215023.9857143,12515171.752169715,6,12,51,2020,0
Georgia,2020-12-27,214648293.7,Beverages,226573996.9,229627656.3,249712778.3,218075115.04285714,11903175.423122428,6,12,52,2020,0
Georgia,2021-01-08,272363199.8,Beverages,214648293.7,216485518.0,208040534.0,226057641.0142857,23624626.249495454,4,1,1,2021,0
Georgia,2021-01-17,214238532.3,Beverages,272363199.8,200613877.5,234400321.4,228004020.27142859,21658428.98315747,6,1,2,2021,0
Georgia,2021-01-24,208876209.8,Beverages,214238532.3,214020656.3,239868510.7,227269099.34285715,22290069.463722833,6,1,3,2021,0
Georgia,2021-01-31,212596582.6,Beverages,208876209.8,238917136.3,244150499.9,223509020.24285713,22217567.369584657,6,1,4,2021,0
Georgia,2021-02-05,247764853.1,Beverages,212596582.6,215266326.6,235192872.7,228151666.8857143,23562845.23383801,4,2,5,2021,0
Georgia,2021-02-14,210672516.6,Beverages,247764853.1,226573996.9,251597266.5,225880026.84285712,24488620.710510276,6,2,6,2021,0
Georgia,2021-02-21,206944928.1,Beverages,210672516.6,214648293.7,248674782.1,224779546.04285717,25239070.22485381,6,2,7,2021,0
Georgia,2021-02-28,225430197.6,Beverages,206944928.1,272363199.8,216011116.7,218074831.44285712,14396821.711681176,6,2,8,2021,0
Georgia,2021-03-01,208934978.8,Beverages,225430197.6,214238532.3,220289341.3,217317180.94285712,14767150.072859991,0,3,9,2021,0
Georgia,2021-03-10,369777976.5,Beverages,208934978.8,208876209.8,255956751.5,240303147.6142857,58854302.97068114,2,3,10,2021,0
Georgia,2021-03-14,267795168.8,Beverages,369777976.5,212596582.6,245783094.5,248188659.92857143,58217783.969279245,6,3,10,2021,0
Georgia,2021-03-21,252912762.6,Beverages,267795168.8,247764853.1,243810935.5,248924075.57142857,58244046.76647211,6,3,11,2021,0
Georgia,2021-03-28,232747665.8,Beverages,252912762.6,210672516.6,201281094.7,252077668.31428573,56396058.286378816,6,3,12,2021,0
Georgia,2021-04-04,242501063.5,Beverages,232747665.8,206944928.1,252157408.7,257157116.22857141,53162069.69285058,6,4,13,2021,0
Georgia,2021-04-07,274063879.0,Beverages,242501063.5,225430197.6,244525535.9,264104785.0,51475859.19051115,2,4,14,2021,0
Georgia,2021-04-18,237770628.8,Beverages,274063879.0,208934978.8,235833613.3,268224163.57142857,47310287.43716883,6,4,15,2021,0
Georgia,2021-04-25,234825958.4,Beverages,237770628.8,369777976.5,235304027.2,248945303.84285715,16482930.289794093,6,4,16,2021,1
Georgia,2021-05-09,271945813.8,Beverages,234825958.4,267795168.8,233306057.6,249538253.12857145,17327083.19860063,6,5,18,2021,0
Georgia,2021-05-12,329236652.40000004,Beverages,271945813.8,252912762.6,223960845.9,260441665.95714286,34903733.14826282,2,5,19,2021,0
Georgia,2021-05-16,249325086.8,Beverages,329236652.40000004,232747665.8,224262382.7,262809868.95714286,33233982.396084614,6,5,19,2021,0
Georgia,2021-05-23,258169301.1,Beverages,249325086.8,242501063.5,228323938.3,265048188.6142857,32148100.72707089,6,5,20,2021,0
Georgia,2021-05-30,259966082.5,Beverages,258169301.1,274063879.0,219240355.2,263034217.68571427,31930014.248000953,6,5,21,2021,0
Georgia,2021-06-06,255134239.0,Beverages,259966082.5,237770628.8,229627656.3,265514733.42857143,30271672.376056124,6,6,22,2021,0
Georgia,2021-06-13,253894710.2,Beverages,255134239.0,234825958.4,216485518.0,268238840.8285714,27807443.817111272,6,6,23,2021,0
Georgia,2021-06-20,258893196.0,Beverages,253894710.2,271945813.8,200613877.5,266374181.14285713,27954678.58366767,6,6,24,2021,0
Georgia,2021-06-27,253975877.1,Beverages,258893196.0,329236652.40000004,214020656.3,255622641.8142857,3688784.654063143,6,6,25,2021,0
Georgia,2021-07-02,213638443.5,Beverages,253975877.1,249325086.8,238917136.3,250524549.91428572,16445479.192033883,4,7,26,2021,0
Georgia,2021-07-03,229526110.2,Beverages,213638443.5,258169301.1,215266326.6,246432665.5,17738894.82867904,5,7,26,2021,0
Georgia,2021-07-11,336660308.7,Beverages,229526110.2,259966082.5,226573996.9,257388983.52857143,38741877.05611293,6,7,27,2021,0
Georgia,2021-07-18,266538613.8,Beverages,336660308.7,255134239.0,214648293.7,259018179.92857143,38870833.371205464,6,7,28,2021,0
Georgia,2021-07-25,265685591.4,Beverages,266538613.8,253894710.2,272363199.8,260702591.52857143,38867282.42458423,6,7,29,2021,0
Georgia,2021-08-08,270212454.3,Beverages,265685591.4,258893196.0,214238532.3,262319628.42857143,39014642.07583955,6,8,31,2021,0
Georgia,2021-08-15,272436319.3,Beverages,270212454.3,253975877.1,208876209.8,264956834.45714286,38980548.645724766,6,8,32,2021,1
Georgia,2021-08-22,260774672.8,Beverages,272436319.3,213638443.5,212596582.6,271690581.5,32102463.08661866,6,8,33,2021,0
Georgia,2021-08-29,261886848.4,Beverages,260774672.8,229526110.2,247764853.1,276313544.1,26932251.04358092,6,8,34,2021,0
Georgia,2021-09-05,249585216.6,Beverages,261886848.4,336660308.7,210672516.6,263874245.22857141,7545365.86275735,6,9,35,2021,0
Georgia,2021-09-19,247987379.1,Beverages,249585216.6,266538613.8,206944928.1,261224068.84285715,9466827.059018038,6,9,37,2021,0
Georgia,2021-09-26,244814211.5,Beverages,247987379.1,265685591.4,225430197.6,258242443.14285713,10991454.856484836,6,9,38,2021,0
Georgia,2021-10-01,214363911.5,Beverages,244814211.5,270212454.3,208934978.8,250264079.8857143,18535267.686959513,4,10,39,2021,0
Georgia,2021-10-10,356385300.9,Beverages,214363911.5,272436319.3,369777976.5,262256791.54285717,44393442.286074825,6,10,40,2021,0
Georgia,2021-10-17,358048744.40000004,Beverages,356385300.9,260774672.8,267795168.8,276153087.48571426,57222982.82121035,6,10,41,2021,0
Georgia,2021-10-24,348127397.20000005,Beverages,358048744.40000004,261886848.4,252912762.6,288473165.8857143,62664588.53353214,6,10,42,2021,0
Georgia,2021-10-31,346260582.1,Beverages,348127397.20000005,249585216.6,232747665.8,302283932.3857143,63315421.91061282,6,10,43,2021,0
Georgia,2021-11-04,230404564.7,Beverages,346260582.1,247987379.1,242501063.5,299772101.7571429,66115326.83974364,3,11,44,2021,1
Georgia,2021-11-07,252953399.6,Beverages,230404564.7,244814211.5,274063879.0,300934842.9142857,65050718.75074383,6,11,44,2021,0
Georgia,2021-11-14,344501414.29999995,Beverages,252953399.6,214363911.5,237770628.8,319525914.7428571,53810935.03207022,6,11,45,2021,0
Georgia,2021-11-21,354222036.4,Beverages,344501414.29999995,356385300.9,234825958.4,319216876.95714283,53569640.58408609,6,11,46,2021,0
Georgia,2021-11-28,328540754.40000004,Beverages,354222036.4,358048744.40000004,271945813.8,315001449.81428576,51109148.452668786,6,11,47,2021,0
Georgia,2021-12-09,256028111.5,Beverages,328540754.40000004,348127397.20000005,329236652.40000004,301844409.0,52980566.427936964,3,12,49,2021,0
Georgia,2021-12-12,333122176.2,Beverages,256028111.5,346260582.1,249325086.8,299967493.87142855,51352515.565645956,6,12,49,2021,0
Georgia,2021-12-19,352359919.0,Beverages,333122176.2,230404564.7,258169301.1,317389687.3428572,43976737.123112425,6,12,50,2021,0
Georgia,2021-12-26,337901544.6,Beverages,352359919.0,252953399.6,259966082.5,329525136.62857145,33767680.930307016,6,12,51,2021,0
Georgia,2022-01-05,386374892.5,Beverages,337901544.6,344501414.29999995,255134239.0,335507062.0857143,39997207.14623235,2,1,1,2022,0
Georgia,2022-01-16,347151522.7,Beverages,386374892.5,354222036.4,253894710.2,334496988.7,39532393.76067282,6,1,2,2022,0
Georgia,2022-01-23,327200418.40000004,Beverages,347151522.7,328540754.40000004,258893196.0,334305512.12857145,39569279.975880705,6,1,3,2022,0
Georgia,2022-01-30,336182789.3,Beverages,327200418.40000004,256028111.5,253975877.1,345756180.38571435,19802001.592954896,6,1,4,2022,0
Georgia,2022-02-01,328585373.9,Beverages,336182789.3,333122176.2,213638443.5,345108065.7714286,20351059.629483577,1,2,5,2022,0
Georgia,2022-02-10,400501219.2,Beverages,328585373.9,352359919.0,229526110.2,351985394.37142855,29353370.89972987,3,2,6,2022,0
Georgia,2022-02-13,333802364.70000005,Beverages,400501219.2,337901544.6,336660308.7,351399797.24285716,29719773.369289547,6,2,6,2022,0
Georgia,2022-02-20,328715272.2,Beverages,333802364.70000005,386374892.5,266538613.8,343162708.62857145,26191514.4052045,6,2,7,2022,0
Georgia,2022-02-27,352766122.8,Beverages,328715272.2,347151522.7,265685591.4,343964794.35714287,26419008.612701364,6,2,8,2022,0
Georgia,2022-03-04,363376986.6,Beverages,352766122.8,327200418.40000004,270212454.3,349132875.5285714,26129834.6784789,4,3,9,2022,0
Georgia,2022-03-07,402606622.6,Beverages,363376986.6,336182789.3,272436319.3,358621994.5714286,32036548.901249565,0,3,10,2022,0
Georgia,2022-03-13,360956609.9,Beverages,402606622.6,328585373.9,260774672.8,363246456.85714287,29187882.989241976,6,3,10,2022,0
Georgia,2022-03-20,359985779.1,Beverages,360956609.9,400501219.2,261886848.4,357458536.8428572,24151637.81862718,6,3,11,2022,0
Georgia,2022-03-27,364039432.9,Beverages,359985779.1,333802364.70000005,249585216.6,361778118.0142857,21805549.36218213,6,3,12,2022,0
Georgia,2022-04-09,407907754.7,Beverages,364039432.9,328715272.2,247987379.1,373091329.8,22329958.12422248,5,4,14,2022,0
Georgia,2022-04-12,350833583.2,Beverages,407907754.7,352766122.8,244814211.5,372815252.71428573,22633021.204990674,1,4,15,2022,0
Georgia,2022-04-17,374126939.9,Beverages,350833583.2,363376986.6,214363911.5,374350960.32857144,22247294.832130395,6,4,15,2022,0
Georgia,2022-04-24,367838163.1999999,Beverages,374126939.9,402606622.6,356385300.9,369384037.55714285,18443583.289796446,6,4,16,2022,0
Georgia,2022-05-06,381414562.5,Beverages,367838163.1999999,360956609.9,358048744.40000004,372306602.21428573,18506381.294317663,4,5,18,2022,0
Georgia,2022-05-15,383504530.6,Beverages,381414562.5,359985779.1,348127397.20000005,375666423.85714287,18025394.12088503,6,5,19,2022,0
Georgia,2022-05-22,410982914.6,Beverages,383504530.6,364039432.9,346260582.1,382372635.5285714,21396041.978514895,6,5,20,2022,0
Georgia,2022-05-29,401053272.1,Beverages,410982914.6,407907754.7,230404564.7,381393423.7285715,20153393.243852474,6,5,21,2022,0
Georgia,2022-06-02,337213215.40000004,Beverages,401053272.1,350833583.2,252953399.6,379447656.9,23904115.581541657,3,6,22,2022,0
Georgia,2022-06-03,358685338.7,Beverages,337213215.40000004,374126939.9,344501414.29999995,377241713.87142855,25156645.859961316,4,6,22,2022,0
Georgia,2022-06-11,361574736.0,Beverages,358685338.7,367838163.1999999,354222036.4,376346938.55714285,25653343.04365733,5,6,23,2022,0
Georgia,2022-06-19,402468012.9,Beverages,361574736.0,381414562.5,328540754.40000004,379354574.32857144,27513247.287313525,6,6,24,2022,0
Georgia,2022-06-26,395036684.9,Beverages,402468012.9,383504530.6,256028111.5,381002024.94285715,28141252.216841627,6,6,25,2022,0
Georgia,2022-07-08,406489668.3,Beverages,395036684.9,410982914.6,333122176.2,380360132.61428577,27384492.25665304,4,7,27,2022,0
Georgia,2022-07-17,390307593.0,Beverages,406489668.3,401053272.1,352359919.0,378825035.59999996,26311318.17100574,6,7,28,2022,0
Georgia,2022-07-24,388923197.6,Beverages,390307593.0,337213215.40000004,337901544.6,386212175.9142857,18895119.231501296,6,7,29,2022,0
Georgia,2022-07-31,403928381.5,Beverages,388923197.6,358685338.7,386374892.5,392675467.7428571,15307249.74829726,6,7,30,2022,0
Georgia,2022-08-05,385078069.3,Beverages,403928381.5,361574736.0,347151522.7,396033086.78571427,8340874.033338844,4,8,31,2022,0
Georgia,2022-08-14,411516993.00000006,Beverages,385078069.3,402468012.9,327200418.40000004,397325798.2285715,10033829.73806767,6,8,32,2022,0
Georgia,2022-08-21,397965156.5,Beverages,411516993.00000006,395036684.9,336182789.3,397744151.31428576,9983403.221623225,6,8,33,2022,0
Georgia,2022-08-28,402234121.8,Beverages,397965156.5,406489668.3,328585373.9,397136216.09999996,9478912.651731102,6,8,34,2022,0
Georgia,2022-09-01,329252569.3,Beverages,402234121.8,390307593.0,400501219.2,388414069.85714287,27592653.835781608,3,9,35,2022,0
Georgia,2022-09-10,376048075.8000001,Beverages,329252569.3,388923197.6,333802364.70000005,386574766.74285716,27979470.511271976,5,9,36,2022,0
Georgia,2022-09-18,391431161.0,Beverages,376048075.8000001,403928381.5,328715272.2,384789449.5285715,27071601.780275617,6,9,37,2022,0
Georgia,2022-09-25,395074476.5,Beverages,391431161.0,385078069.3,352766122.8,386217507.7,27351577.544822417,6,9,38,2022,0
Georgia,2022-10-04,364285112.6,Beverages,395074476.5,411516993.00000006,363376986.6,379470096.21428573,25855127.896342326,1,10,40,2022,0
Georgia,2022-10-07,383730360.1999999,Beverages,364285112.6,397965156.5,402606622.6,377436553.88571423,24691636.116501853,4,10,40,2022,0
Georgia,2022-10-16,376757118.2000001,Beverages,383730360.1999999,402234121.8,360956609.9,373796981.94285715,22176858.191799834,6,10,41,2022,0
Georgia,2022-10-23,368951982.1,Beverages,376757118.2000001,329252569.3,359985779.1,379468326.62857145,11291578.775988417,6,10,42,2022,0
Georgia,2022-10-30,363390718.4,Beverages,368951982.1,376048075.8000001,364039432.9,377660132.71428573,12838113.318848502,6,10,43,2022,0
Georgia,2022-11-09,394161386.6,Beverages,363390718.4,391431161.0,407907754.7,378050164.94285715,13357196.595251324,2,11,45,2022,0
Georgia,2022-11-12,353241000.2,Beverages,394161386.6,395074476.5,350833583.2,372073954.04285717,13821179.39673108,5,11,45,2022,0
Georgia,2022-11-13,360856331.2000001,Beverages,353241000.2,364285112.6,374126939.9,371584128.12857145,14198823.335862603,6,11,45,2022,0
