State,Date,Sales,Category,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,day_of_week,month,week,year,is_holiday
Ohio,2020-12-07,244679995.9,Beverages,214025157.8,212195347.9,225003095.3,217872150.68571427,15276799.387532182,0,12,50,2020,0
Ohio,2020-12-13,212194947.1,Beverages,244679995.9,222210218.0,240369773.2,216441397.70000002,15271793.340168463,6,12,50,2020,0
Ohio,2020-12-20,221969823.1,Beverages,212194947.1,219089700.8,236247660.7,216852843.74285716,15393348.098662069,6,12,51,2020,0
Ohio,2020-12-27,211281604.4,Beverages,221969823.1,222840501.4,233961924.0,215201572.74285716,15263413.698054079,6,12,52,2020,0
Ohio,2021-01-08,258370632.3,Beverages,211281604.4,206662430.2,203933465.5,222588458.75714284,21627601.728162996,4,1,1,2021,0
Ohio,2021-01-17,211318771.8,Beverages,258370632.3,195597050.7,238503356.8,224834418.9142857,19016126.117433064,6,1,2,2021,0
Ohio,2021-01-24,206193705.9,Beverages,211318771.8,214025157.8,237637395.5,223715640.07142857,19964771.925545495,6,1,3,2021,0
Ohio,2021-01-31,210181156.4,Beverages,206193705.9,244679995.9,247324697.3,218787234.42857143,18097911.785229456,6,1,4,2021,0
Ohio,2021-02-05,241188312.5,Beverages,210181156.4,212194947.1,241583578.5,222929143.77142859,19593658.078675818,4,2,5,2021,0
Ohio,2021-02-14,209649079.9,Beverages,241188312.5,221969823.1,248164572.6,221169037.6,20237023.025303703,6,2,6,2021,0
Ohio,2021-02-21,205054556.1,Beverages,209649079.9,211281604.4,236520987.2,220279459.27142859,20871025.917408265,6,2,7,2021,0
Ohio,2021-02-28,215469980.1,Beverages,205054556.1,258370632.3,210814995.5,214150794.6714286,12402071.4386989,6,2,8,2021,0
Ohio,2021-03-01,206189547.5,Beverages,215469980.1,211318771.8,214492818.9,213418048.34285715,12744089.731646761,0,3,9,2021,0
Ohio,2021-03-10,350738186.8000001,Beverages,206189547.5,206193705.9,240222406.0,234067259.90000004,52906160.125208706,2,3,10,2021,0
Ohio,2021-03-14,256382315.0,Beverages,350738186.8000001,210181156.4,235466938.8,240667425.41428572,52308143.287568696,6,3,10,2021,0
Ohio,2021-03-21,244453800.9,Beverages,256382315.0,241188312.5,234735308.1,241133923.75714284,52328120.381862946,6,3,11,2021,0
Ohio,2021-03-28,218687883.4,Beverages,244453800.9,209649079.9,194908906.1,242425181.40000004,51527098.06030319,6,3,12,2021,0
Ohio,2021-04-04,230104965.5,Beverages,218687883.4,205054556.1,238780800.8,246003811.31428576,49321781.77905153,6,4,13,2021,0
Ohio,2021-04-07,285647803.8,Beverages,230104965.5,215469980.1,229873377.6,256029214.70000002,49213140.60191499,2,4,14,2021,0
Ohio,2021-04-18,225595013.7,Beverages,285647803.8,206189547.5,226091818.1,258801424.15714288,46404115.10919562,6,4,15,2021,0
Ohio,2021-04-25,229411899.9,Beverages,225595013.7,350738186.8000001,224932590.2,241469097.45714286,23196840.170478147,6,4,16,2021,1
Ohio,2021-05-09,260169045.8,Beverages,229411899.9,256382315.0,226238936.7,242010059.0,23642461.441853732,6,5,18,2021,0
Ohio,2021-05-12,318626998.1,Beverages,260169045.8,244453800.9,217012144.4,252606230.02857143,37487836.91076655,2,5,19,2021,0
Ohio,2021-05-16,236972446.5,Beverages,318626998.1,218687883.4,212195347.9,255218310.47142857,35303983.95179595,6,5,19,2021,0
Ohio,2021-05-23,257609253.8,Beverages,236972446.5,230104965.5,222210218.0,259147494.5142857,33529078.923773903,6,5,20,2021,0
Ohio,2021-05-30,260805091.0,Beverages,257609253.8,285647803.8,219089700.8,255598535.54285714,31510607.384034745,6,5,21,2021,0
Ohio,2021-06-06,255965467.2,Beverages,260805091.0,225595013.7,222840501.4,259937171.75714284,28652129.742631517,6,6,22,2021,0
Ohio,2021-06-13,260247808.4,Beverages,255965467.2,229411899.9,206662430.2,264342301.54285717,25357889.393309914,6,6,23,2021,0
Ohio,2021-06-20,261049328.5,Beverages,260247808.4,260169045.8,195597050.7,264468056.2142857,25335917.30858265,6,6,24,2021,0
Ohio,2021-06-27,255681941.5,Beverages,261049328.5,318626998.1,214025157.8,255475905.27142859,8460157.708759997,6,6,25,2021,0
Ohio,2021-07-02,208721326.6,Beverages,255681941.5,236972446.5,244679995.9,251440031.0,18969450.36559196,4,7,26,2021,0
Ohio,2021-07-03,225933533.4,Beverages,208721326.6,257609253.8,212194947.1,246914928.0857143,20929351.392261565,5,7,26,2021,0
Ohio,2021-07-11,330215048.2,Beverages,225933533.4,260805091.0,221969823.1,256830636.25714287,38048107.71397846,6,7,27,2021,0
Ohio,2021-07-18,255957268.4,Beverages,330215048.2,255965467.2,211281604.4,256829465.0,38048138.91199891,6,7,28,2021,0
Ohio,2021-07-25,257077480.9,Beverages,255957268.4,260247808.4,258370632.3,256376561.07142857,38019525.32253946,6,7,29,2021,0
Ohio,2021-08-08,257301256.0,Beverages,257077480.9,261049328.5,211318771.8,255841122.14285713,37969108.66272984,6,8,31,2021,0
Ohio,2021-08-15,260135445.3,Beverages,257301256.0,255681941.5,206193705.9,256477336.97142857,38003293.19852287,6,8,32,2021,1
Ohio,2021-08-22,254931699.6,Beverages,260135445.3,208721326.6,210181156.4,263078818.8285714,31838648.665089484,6,8,33,2021,0
Ohio,2021-08-29,263053999.1,Beverages,254931699.6,225933533.4,241188312.5,268381742.5,27403098.009494986,6,8,34,2021,0
Ohio,2021-09-05,239651791.0,Beverages,263053999.1,330215048.2,209649079.9,255444134.32857147,7482860.038433657,6,9,35,2021,0
Ohio,2021-09-19,245657727.6,Beverages,239651791.0,255957268.4,205054556.1,253972771.35714287,8329818.457952269,6,9,37,2021,0
Ohio,2021-09-26,239275636.0,Beverages,245657727.6,257077480.9,215469980.1,251429650.65714285,9809940.361286145,6,9,38,2021,0
Ohio,2021-10-01,206010974.7,Beverages,239275636.0,257301256.0,206189547.5,244102467.6142857,19278557.50285315,4,10,39,2021,0
Ohio,2021-10-10,347613232.1,Beverages,206010974.7,260135445.3,350738186.8000001,256599294.29999998,43958700.17566077,6,10,40,2021,0
Ohio,2021-10-17,338945509.49999994,Beverages,347613232.1,254931699.6,256382315.0,268601267.14285713,53795896.29274446,6,10,41,2021,0
Ohio,2021-10-24,328756526.6,Beverages,338945509.49999994,263053999.1,244453800.9,277987342.5,58216814.48256655,6,10,42,2021,0
Ohio,2021-10-31,327228674.4,Beverages,328756526.6,239651791.0,218687883.4,290498325.8428571,58015236.87794654,6,10,43,2021,0
Ohio,2021-11-04,228406974.9,Beverages,327228674.4,245657727.6,230104965.5,288033932.6,60548534.57181978,3,11,44,2021,1
Ohio,2021-11-07,258660828.7,Beverages,228406974.9,239275636.0,285647803.8,290803245.8428572,58350198.95324023,6,11,44,2021,0
Ohio,2021-11-14,338932007.0,Beverages,258660828.7,206010974.7,225595013.7,309791964.7428571,46603151.885559715,6,11,45,2021,0
Ohio,2021-11-21,343745435.6,Beverages,338932007.0,347613232.1,229411899.9,309239422.38571423,46100208.588397585,6,11,46,2021,0
Ohio,2021-11-28,313850753.5,Beverages,343745435.6,338945509.49999994,260169045.8,305654457.24285716,44347537.189863846,6,11,47,2021,0
Ohio,2021-12-09,244404074.7,Beverages,313850753.5,328756526.6,318626998.1,293604106.9714286,48307438.16131115,3,12,49,2021,0
Ohio,2021-12-12,329606167.3,Beverages,244404074.7,327228674.4,236972446.5,293943748.8142857,48590775.54318142,6,12,49,2021,0
Ohio,2021-12-19,350739795.4,Beverages,329606167.3,228406974.9,257609253.8,311419866.0285714,42737961.793915905,6,12,50,2021,0
Ohio,2021-12-26,329634201.40000004,Beverages,350739795.4,258660828.7,260805091.0,321558919.2714286,36027404.98181936,6,12,51,2021,0
Ohio,2022-01-05,363505082.5,Beverages,329634201.40000004,338932007.0,255965467.2,325069358.62857145,39070955.96338414,2,1,1,2022,0
Ohio,2022-01-16,333776107.90000004,Beverages,363505082.5,343745435.6,260247808.4,323645168.95714283,38453545.60515754,6,1,2,2022,0
Ohio,2022-01-23,312961229.4,Beverages,333776107.90000004,313850753.5,261049328.5,323518094.0857143,38492756.83337604,6,1,3,2022,0
Ohio,2022-01-30,325142325.4,Beverages,312961229.4,244404074.7,255681941.5,335052129.90000004,16845009.946781754,6,1,4,2022,0
Ohio,2022-02-01,317556878.4,Beverages,325142325.4,329606167.3,208721326.6,333330802.9142857,18065670.533309277,1,2,5,2022,0
Ohio,2022-02-10,371926158.1,Beverages,317556878.4,350739795.4,225933533.4,336357426.1571428,22659126.18083069,3,2,6,2022,0
Ohio,2022-02-13,327062387.8,Beverages,371926158.1,329634201.40000004,330215048.2,335990024.21428573,22806676.9948526,6,2,6,2022,0
Ohio,2022-02-20,317667281.6,Beverages,327062387.8,363505082.5,255957268.4,329441766.94285715,19997307.504922677,6,2,7,2022,0
Ohio,2022-02-27,336017692.0,Beverages,317667281.6,333776107.90000004,257077480.9,329761993.2428571,20095987.61494664,6,2,8,2022,0
Ohio,2022-03-04,355092499.5,Beverages,336017692.0,312961229.4,257301256.0,335780746.11428565,20529992.238872238,4,3,9,2022,0
Ohio,2022-03-07,422656740.8,Beverages,355092499.5,325142325.4,260135445.3,349711376.88571423,37869751.84646702,0,3,10,2022,0
Ohio,2022-03-13,342923345.00000006,Beverages,422656740.8,317556878.4,254931699.6,353335157.82857144,35414101.98221165,6,3,10,2022,0
Ohio,2022-03-20,342949048.20000005,Beverages,342923345.00000006,371926158.1,263053999.1,349195570.7,34562128.66273846,6,3,11,2022,0
Ohio,2022-03-27,345210330.5,Beverages,342949048.20000005,327062387.8,239651791.0,351788133.9428572,33282125.060326986,6,3,12,2022,0
Ohio,2022-04-09,391219461.2000001,Beverages,345210330.5,317667281.6,245657727.6,362295588.1714286,32310859.720548224,5,4,14,2022,0
Ohio,2022-04-12,338187046.6000001,Beverages,391219461.2000001,336017692.0,239275636.0,362605495.9714286,32025957.14124998,1,4,15,2022,0
Ohio,2022-04-17,364386081.2000001,Beverages,338187046.6000001,355092499.5,206010974.7,363933150.50000006,31854770.147302743,6,4,15,2022,0
Ohio,2022-04-24,344406838.6,Beverages,364386081.2000001,422656740.8,347613232.1,352754593.04285717,18914077.904038567,6,4,16,2022,0
Ohio,2022-05-06,379192216.9,Beverages,344406838.6,342923345.00000006,338945509.49999994,357935860.4571429,20659258.823279295,4,5,18,2022,0
Ohio,2022-05-15,374421962.4,Beverages,379192216.9,342949048.20000005,328756526.6,362431991.05714285,20275233.388698243,6,5,19,2022,0
Ohio,2022-05-22,392819352.6,Beverages,374421962.4,345210330.5,327228674.4,369233279.9285714,21484544.71940101,6,5,20,2022,0
Ohio,2022-05-29,389766405.2,Beverages,392819352.6,391219461.2000001,228406974.9,369025700.50000006,21242368.875973422,6,5,21,2022,0
Ohio,2022-06-02,323243634.3,Beverages,389766405.2,338187046.6000001,258660828.7,366890927.3142857,25233917.74336554,3,6,22,2022,0
Ohio,2022-06-03,341919689.70000005,Beverages,323243634.3,364386081.2000001,338932007.0,363681442.81428576,26974328.989851028,4,6,22,2022,0
Ohio,2022-06-11,352545429.6,Beverages,341919689.70000005,344406838.6,343745435.6,364844098.6714286,26168443.428783502,5,6,23,2022,0
Ohio,2022-06-19,385777555.4,Beverages,352545429.6,379192216.9,313850753.5,365784861.31428576,26878958.50650714,6,6,24,2022,0
Ohio,2022-06-26,393034379.1,Beverages,385777555.4,374421962.4,244404074.7,368443777.9857143,28732438.9894567,6,6,25,2022,0
Ohio,2022-07-08,398641730.4,Beverages,393034379.1,392819352.6,329606167.3,369275546.24285716,29626067.1394321,4,7,27,2022,0
Ohio,2022-07-17,384440093.0,Beverages,398641730.4,389766405.2,350739795.4,368514644.5,29075357.556451183,6,7,28,2022,0
Ohio,2022-07-24,384467291.50000006,Beverages,384440093.0,323243634.3,329634201.40000004,377260881.24285716,21376796.157891612,6,7,29,2022,0
Ohio,2022-07-31,393398134.9,Beverages,384467291.50000006,341919689.70000005,363505082.5,384614944.8428572,15136269.133841276,6,7,30,2022,0
Ohio,2022-08-05,362430700.5,Beverages,393398134.9,352545429.6,333776107.90000004,386027126.40000004,11721539.657484306,4,8,31,2022,0
Ohio,2022-08-14,388633202.6,Beverages,362430700.5,385777555.4,312961229.4,386435076.0,11761032.68563217,6,8,32,2022,0
Ohio,2022-08-21,386809037.8,Beverages,388633202.6,393034379.1,325142325.4,385545741.5285714,11408943.673004515,6,8,33,2022,0
Ohio,2022-08-28,391441091.6999999,Beverages,386809037.8,398641730.4,317556878.4,384517078.85714287,10302323.162639769,6,8,34,2022,0
Ohio,2022-09-01,317735764.1,Beverages,391441091.6999999,384440093.0,371926158.1,374987889.0142857,27266973.41634706,3,9,35,2022,0
Ohio,2022-09-10,367820684.8,Beverages,317735764.1,384467291.50000006,327062387.8,372609802.3428572,27027300.108630843,5,9,36,2022,0
Ohio,2022-09-18,377247508.6,Beverages,367820684.8,393398134.9,317667281.6,370302570.0142857,25609047.90846104,6,9,37,2022,0
Ohio,2022-09-25,366224652.7000001,Beverages,377247508.6,362430700.5,336017692.0,370844563.1857143,25454360.439992078,6,9,38,2022,0
Ohio,2022-10-04,354698621.79999995,Beverages,366224652.7000001,388633202.6,355092499.5,365996765.9285714,24722778.14671151,1,10,40,2022,0
Ohio,2022-10-07,384253587.5,Beverages,354698621.79999995,386809037.8,422656740.8,365631701.59999996,24380738.72767138,4,10,40,2022,0
Ohio,2022-10-16,361905756.9,Beverages,384253587.5,391441091.6999999,342923345.00000006,361412368.05714285,21562549.104076132,6,10,41,2022,0
Ohio,2022-10-23,351248017.2,Beverages,361905756.9,317735764.1,342949048.20000005,366199832.78571427,11725262.673823632,6,10,42,2022,0
Ohio,2022-10-30,351473786.29999995,Beverages,351248017.2,367820684.8,345210330.5,363864561.5714286,12916046.550436579,6,10,43,2022,0
Ohio,2022-11-09,374480053.7,Beverages,351473786.29999995,377247508.6,391219461.2000001,363469210.87142855,12472882.837637184,2,11,45,2022,0
Ohio,2022-11-12,349988156.40000004,Beverages,374480053.7,366224652.7000001,338187046.6000001,361149711.4,13353667.805100206,5,11,45,2022,0
Ohio,2022-11-13,353850999.29999995,Beverages,349988156.40000004,354698621.79999995,364386081.2000001,361028622.4714285,13425564.337517425,6,11,45,2022,0
Ohio,2022-11-20,364957301.3,Beverages,353850999.29999995,384253587.5,344406838.6,358272010.1571428,9168040.532975655,6,11,46,2022,0
Ohio,2022-11-27,348892641.5,Beverages,364957301.3,361905756.9,379192216.9,356412993.67142856,9616779.15799575,6,11,47,2022,0
Ohio,2022-12-06,374709729.8,Beverages,348892641.5,351248017.2,374421962.4,359764666.90000004,11433519.61873712,1,12,49,2022,0
Ohio,2022-12-18,371400664.2,Beverages,374709729.8,351473786.29999995,392819352.6,362611363.7428571,11505681.03785042,6,12,50,2022,0
Ohio,2022-12-25,373152315.2,Beverages,371400664.2,374480053.7,389766405.2,362421686.8142857,11286261.499650333,6,12,51,2022,1
Ohio,2023-01-01,334633506.2,Beverages,373152315.2,349988156.40000004,323243634.3,360228165.35714287,14989928.510167018,6,1,52,2023,0
Ohio,2023-01-15,340904510.99999994,Beverages,334633506.2,353850999.29999995,341919689.70000005,358378667.0285715,16618155.747864733,6,1,2,2023,0
Ohio,2023-01-22,335002264.2,Beverages,340904510.99999994,364957301.3,352545429.6,354099376.0142857,18402762.754513845,6,1,3,2023,0
Ohio,2023-01-29,340561717.3,Beverages,335002264.2,348892641.5,385777555.4,352909243.9857143,19053491.72478075,6,1,4,2023,0
Ohio,2023-02-04,359887955.29999995,Beverages,340561717.3,374709729.8,393034379.1,350791847.62857145,16932566.944472708,5,2,5,2023,0
Ohio,2023-02-19,347650674.1,Beverages,359887955.29999995,371400664.2,398641730.4,347398991.9,14287723.755447086,6,2,7,2023,0
Ohio,2023-02-26,353624113.1000001,Beverages,347650674.1,373152315.2,384440093.0,344609248.7428571,9538292.172889119,6,2,8,2023,0
Ohio,2023-03-19,378725666.0,Beverages,353624113.1000001,334633506.2,384467291.50000006,350908128.71428573,14902781.453883324,6,3,11,2023,0
Ohio,2023-03-26,350900425.40000004,Beverages,378725666.0,340904510.99999994,393398134.9,352336116.4857143,14249041.013423126,6,3,12,2023,0
Ohio,2023-04-16,374911717.9,Beverages,350900425.40000004,335002264.2,362430700.5,358037467.0142857,14141361.19108021,6,4,15,2023,0
Ohio,2023-04-23,369690370.50000006,Beverages,374911717.9,340561717.3,388633202.6,362198703.1857143,12308843.056042537,6,4,16,2023,0
Ohio,2023-04-30,381198122.8,Beverages,369690370.50000006,359887955.29999995,386809037.8,365243012.82857144,14141012.138144737,6,4,17,2023,0
Ohio,2023-05-02,343769115.99999994,Beverages,381198122.8,347650674.1,391441091.6999999,364688504.5285715,14996082.002903834,1,5,18,2023,0
Ohio,2023-05-03,370462700.1999999,Beverages,343769115.99999994,353624113.1000001,317735764.1,367094016.9714285,14257804.878995312,2,5,18,2023,0
Ohio,2023-07-05,385825886.4,Beverages,370462700.1999999,378725666.0,367820684.8,368108334.17142856,15427766.07988924,2,7,27,2023,0
Ohio,2023-08-01,330617116.49999994,Beverages,385825886.4,350900425.40000004,377247508.6,365210718.61428565,20325689.180920564,1,8,31,2023,0
Ohio,2023-09-04,373981009.8,Beverages,330617116.49999994,374911717.9,366224652.7000001,365077760.3142857,20254574.458832603,0,9,36,2023,0
Ohio,2023-12-02,351100216.9,Beverages,373981009.8,369690370.50000006,354698621.79999995,362422024.0857143,20761389.331372727,5,12,48,2023,0
Ohio,2023-12-03,396326367.5,Beverages,351100216.9,381198122.8,384253587.5,364583201.9,23630769.187733162,6,12,48,2023,0
Oklahoma,2020-05-07,99205082.8,Beverages,83714875.2,88597026.2,77743069.7,84697347.18571427,7585182.239406793,3,5,19,2020,1
Oklahoma,2020-05-17,86966075.6,Beverages,99205082.8,80631132.8,78606323.7,85602339.01428571,7394704.133689239,6,5,20,2020,0
Oklahoma,2020-05-24,89019568.89999999,Beverages,86966075.6,88335873.4,85463185.5,85700009.8,7441195.7834529355,6,5,21,2020,0
Oklahoma,2020-05-31,86013312.39999999,Beverages,89019568.89999999,83048164.10000001,79333315.5,86123602.4142857,7348902.708437537,6,5,22,2020,0
Oklahoma,2020-06-09,94396915.3,Beverages,86013312.39999999,83200719.60000001,79735846.69999999,87723058.94285713,7810621.6137581505,1,6,24,2020,0
Oklahoma,2020-06-12,80958929.6,Beverages,94396915.3,74745582.4,80326242.9,88610679.97142856,6296272.848198835,4,6,24,2020,0
Oklahoma,2020-06-14,92684021.3,Beverages,80958929.6,83714875.2,77607881.19999999,89891986.55714285,6041375.256329448,6,6,24,2020,0
Oklahoma,2020-06-21,90904541.5,Beverages,92684021.3,99205082.8,75895542.9,88706194.94285713,4535748.441414223,6,6,25,2020,0
Oklahoma,2020-06-28,90695834.9,Beverages,90904541.5,86966075.6,78375342.60000001,89239017.7,4516293.368473727,6,6,26,2020,0
Oklahoma,2020-07-06,94400100.4,Beverages,90695834.9,89019568.89999999,78566415.69999999,90007665.05714285,4913151.064297375,0,7,28,2020,0
Oklahoma,2020-07-19,93341989.5,Beverages,94400100.4,86013312.39999999,75511948.5,91054618.92857143,4696175.744900583,6,7,29,2020,0
Oklahoma,2020-07-26,89731977.5,Beverages,93341989.5,94396915.3,79011299.7,90388199.24285714,4468296.257962139,6,7,30,2020,0
Oklahoma,2020-08-03,85093040.3,Beverages,89731977.5,80958929.6,74528180.6,90978786.48571429,3068117.171978736,0,8,32,2020,0
Oklahoma,2020-08-11,86781883.9,Beverages,85093040.3,92684021.3,82141565.8,90135624.0,3321891.0926071377,1,8,33,2020,0
Oklahoma,2020-08-16,94816278.0,Beverages,86781883.9,90904541.5,81182719.6,90694443.5,3771407.688067865,6,8,33,2020,0
Oklahoma,2020-08-23,90109169.8,Beverages,94816278.0,90695834.9,75239593.2,90610634.2,3777884.572840922,6,8,34,2020,0
Oklahoma,2020-08-30,90142387.2,Beverages,90109169.8,94400100.4,72603774.6,90002389.45714286,3388803.6378597515,6,8,35,2020,1
Oklahoma,2020-09-02,76848767.3,Beverages,90142387.2,93341989.5,76740453.69999999,87646214.85714285,5655496.983211086,2,9,36,2020,0
Oklahoma,2020-09-08,93480651.4,Beverages,76848767.3,89731977.5,90586372.8,88181739.7,6049664.077887948,1,9,37,2020,0
Oklahoma,2020-09-13,89514979.8,Beverages,93480651.4,85093040.3,76079558.6,88813445.34285714,5902467.192876387,6,9,37,2020,0
Oklahoma,2020-09-20,88421652.5,Beverages,89514979.8,86781883.9,75792846.5,89047698.0,5840617.167187235,6,9,38,2020,0
Oklahoma,2020-09-27,85283479.5,Beverages,88421652.5,94816278.0,88871582.3,87685869.64285715,5363264.611238277,6,9,39,2020,0
Oklahoma,2020-10-05,87590117.0,Beverages,85283479.5,90109169.8,90347233.9,87326004.95714286,5257025.624720386,0,10,41,2020,0
Oklahoma,2020-10-18,85645823.9,Beverages,87590117.0,90142387.2,88597026.2,86683638.77142857,5128685.174988108,6,10,42,2020,0
Oklahoma,2020-10-25,80946231.80000001,Beverages,85645823.9,76848767.3,80631132.8,87268990.84285714,3907581.355699342,6,10,43,2020,1
Oklahoma,2020-11-10,87882414.0,Beverages,80946231.80000001,93480651.4,88335873.4,86469242.64285715,2855682.437911757,1,11,46,2020,0
Oklahoma,2020-11-15,83683256.7,Beverages,87882414.0,89514979.8,83048164.10000001,85636139.34285715,2663215.7316949745,6,11,46,2020,0
Oklahoma,2020-11-22,85284484.7,Beverages,83683256.7,88421652.5,83200719.60000001,85187972.51428571,2363433.628462683,6,11,47,2020,0
Oklahoma,2020-11-29,81307553.5,Beverages,85284484.7,85283479.5,74745582.4,84619983.0857143,2778043.595236782,6,11,48,2020,0
Oklahoma,2020-12-01,76919151.4,Beverages,81307553.5,87590117.0,83714875.2,83095559.42857143,3663313.574710021,1,12,49,2020,0
Oklahoma,2020-12-04,84529308.4,Beverages,76919151.4,85645823.9,99205082.8,82936057.21428572,3556517.45916881,4,12,49,2020,0
Oklahoma,2020-12-07,91139684.9,Beverages,84529308.4,80946231.80000001,86966075.6,84392264.8,4553189.668094865,0,12,50,2020,0
Oklahoma,2020-12-13,82702749.7,Beverages,91139684.9,87882414.0,89019568.89999999,83652312.75714286,4305613.265971185,6,12,50,2020,0
Oklahoma,2020-12-20,81442286.5,Beverages,82702749.7,83683256.7,86013312.39999999,83332174.15714286,4385500.1813520575,6,12,51,2020,0
Oklahoma,2020-12-27,79754543.0,Beverages,81442286.5,85284484.7,94396915.3,82542182.4857143,4472415.294486776,6,12,52,2020,0
Oklahoma,2021-01-08,97749346.0,Beverages,79754543.0,81307553.5,80958929.6,84891009.9857143,7201036.620315172,4,1,1,2021,0
Oklahoma,2021-01-17,80475327.2,Beverages,97749346.0,76919151.4,92684021.3,85399035.10000001,6649193.797984501,6,1,2,2021,0
Oklahoma,2021-01-24,78059157.2,Beverages,80475327.2,84529308.4,90904541.5,84474727.78571428,7215811.850310095,6,1,3,2021,0
Oklahoma,2021-01-31,79728180.8,Beverages,78059157.2,91139684.9,90695834.9,82844512.9142857,6731920.172055786,6,1,4,2021,0
Oklahoma,2021-02-05,94001880.6,Beverages,79728180.8,82702749.7,94400100.4,84458674.47142856,7938730.265340323,4,2,5,2021,0
Oklahoma,2021-02-14,84187147.10000001,Beverages,94001880.6,81442286.5,93341989.5,84850797.4142857,7831979.7120314585,6,2,6,2021,0
Oklahoma,2021-02-21,73866344.5,Beverages,84187147.10000001,79754543.0,89731977.5,84009626.2,8734728.110125184,6,2,7,2021,0
Oklahoma,2021-02-28,85254958.7,Beverages,73866344.5,97749346.0,85093040.3,82224713.72857143,6432241.9119785465,6,2,8,2021,0
Oklahoma,2021-03-01,79645363.0,Beverages,85254958.7,80475327.2,86781883.9,82106147.4142857,6477354.234095535,0,3,9,2021,0
Oklahoma,2021-03-10,139578544.8,Beverages,79645363.0,78059157.2,94816278.0,90894631.35714285,22352378.279926833,2,3,10,2021,0
Oklahoma,2021-03-14,95931309.8,Beverages,139578544.8,79728180.8,90109169.8,93209364.07142857,21836305.729736753,6,3,10,2021,0
Oklahoma,2021-03-21,94265847.7,Beverages,95931309.8,94001880.6,90142387.2,93247073.65714286,21838130.294871103,6,3,11,2021,0
Oklahoma,2021-03-28,86437960.1,Beverages,94265847.7,84187147.10000001,76848767.3,93568618.37142858,21698623.726882048,6,3,12,2021,0
Oklahoma,2021-04-04,90092014.4,Beverages,86437960.1,73866344.5,93480651.4,95886571.21428572,20046938.551153153,6,4,13,2021,0
Oklahoma,2021-04-07,101861975.8,Beverages,90092014.4,85254958.7,89514979.8,98259002.22857143,19555705.665817462,2,4,14,2021,0
Oklahoma,2021-04-18,87746181.5,Beverages,101861975.8,79645363.0,88421652.5,99416262.01428571,18480759.48740004,6,4,15,2021,0
Oklahoma,2021-04-25,89062162.5,Beverages,87746181.5,139578544.8,85283479.5,92199635.97142856,5460027.556122362,6,4,16,2021,1
Oklahoma,2021-05-09,102611165.5,Beverages,89062162.5,95931309.8,87590117.0,93153901.07142857,6670477.367670396,6,5,18,2021,0
Oklahoma,2021-05-12,128954974.9,Beverages,102611165.5,94265847.7,85645823.9,98109490.67142858,15141262.573204035,2,5,19,2021,0
Oklahoma,2021-05-16,91205564.5,Beverages,128954974.9,86437960.1,80946231.80000001,98790577.01428571,14627254.323807182,6,5,19,2021,0
Oklahoma,2021-05-23,93113160.2,Beverages,91205564.5,90092014.4,87882414.0,99222169.27142857,14370128.631490633,6,5,20,2021,0
Oklahoma,2021-05-30,91015535.2,Beverages,93113160.2,101861975.8,83683256.7,97672677.75714287,14620632.555385899,6,5,21,2021,0
Oklahoma,2021-06-06,98464486.4,Beverages,91015535.2,87746181.5,85284484.7,99203864.17142858,13953836.318700084,6,6,22,2021,0
Oklahoma,2021-06-13,102717507.3,Beverages,98464486.4,89062162.5,81307553.5,101154627.71428572,13235750.290382473,6,6,23,2021,0
Oklahoma,2021-06-20,102288532.8,Beverages,102717507.3,102611165.5,76919151.4,101108537.32857144,13230393.560868138,6,6,24,2021,0
Oklahoma,2021-06-27,96237763.0,Beverages,102288532.8,128954974.9,84529308.4,96434649.9142857,4926859.629676832,6,6,25,2021,0
Oklahoma,2021-07-02,84110541.7,Beverages,96237763.0,91205564.5,91139684.9,95421075.22857141,6620582.154238383,4,7,26,2021,0
Oklahoma,2021-07-03,90099344.2,Beverages,84110541.7,93113160.2,82702749.7,94990530.0857143,6888267.971549007,5,7,26,2021,0
Oklahoma,2021-07-11,133270329.7,Beverages,90099344.2,91015535.2,81442286.5,101026929.3,15701194.645291697,6,7,27,2021,0
Oklahoma,2021-07-18,100015738.7,Beverages,133270329.7,98464486.4,79754543.0,101248536.77142857,15669916.525251167,6,7,28,2021,0
Oklahoma,2021-07-25,97954900.7,Beverages,100015738.7,102717507.3,97749346.0,100568164.39999999,15698872.155140199,6,7,29,2021,0
Oklahoma,2021-08-08,102015570.4,Beverages,97954900.7,102288532.8,80475327.2,100529169.77142857,15694225.022229956,6,8,31,2021,0
Oklahoma,2021-08-15,104210130.1,Beverages,102015570.4,96237763.0,78059157.2,101668079.35714285,15619996.189937456,6,8,32,2021,1
Oklahoma,2021-08-22,98328221.1,Beverages,104210130.1,84110541.7,79728180.8,103699176.4142857,13771442.212352823,6,8,33,2021,0
Oklahoma,2021-08-29,99095058.9,Beverages,98328221.1,90099344.2,94001880.6,104984278.51428571,12666213.41486672,6,8,34,2021,0
Oklahoma,2021-09-05,96078346.0,Beverages,99095058.9,133270329.7,84187147.10000001,99671137.98571429,2714359.3461264125,6,9,35,2021,0
Oklahoma,2021-09-19,97937979.2,Beverages,96078346.0,100015738.7,73866344.5,99374315.20000002,2783129.0340430643,6,9,37,2021,0
Oklahoma,2021-09-26,93647772.6,Beverages,97937979.2,97954900.7,85254958.7,98759011.18571427,3526168.9016464856,6,9,38,2021,0
